N_unmapped	1116071	1116071	1116071
N_multimapping	6235728	6235728	6235728
N_noFeature	4369092	25571674	25545689
N_ambiguous	1827296	313350	287290
ENSMUSG00000102693	0	0	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	1171	629	542
ENSMUSG00000102851	0	0	0
ENSMUSG00000103377	2	1	1
ENSMUSG00000104017	2	1	1
ENSMUSG00000103025	0	0	1
ENSMUSG00000089699	0	1	0
ENSMUSG00000103201	1	0	1
ENSMUSG00000103147	0	0	0
ENSMUSG00000103161	1	1	0
ENSMUSG00000102331	8	5	3
ENSMUSG00000102348	30	13	17
ENSMUSG00000102592	0	0	0
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	0	0	0
ENSMUSG00000025900	6	4	2
ENSMUSG00000102948	0	0	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	53	26	27
ENSMUSG00000104238	0	0	0
ENSMUSG00000102269	1	1	0
ENSMUSG00000096126	0	0	0
ENSMUSG00000103003	0	0	0
ENSMUSG00000104328	0	0	0
ENSMUSG00000102735	3	2	1
ENSMUSG00000098104	4	1	3
ENSMUSG00000102175	0	0	0
ENSMUSG00000088000	1	0	1
ENSMUSG00000103265	0	0	0
ENSMUSG00000103922	24	14	10
ENSMUSG00000033845	1799	893	906
ENSMUSG00000102275	21	11	10
ENSMUSG00000025903	2226	1104	1122
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	902	381	521
ENSMUSG00000062588	3	2	1
ENSMUSG00000103280	72	40	32
ENSMUSG00000002459	1134	569	566
ENSMUSG00000091305	0	0	0
ENSMUSG00000102653	0	0	0
ENSMUSG00000085623	1	0	1
ENSMUSG00000091665	0	0	0
ENSMUSG00000033793	9357	4623	4735
ENSMUSG00000104352	1	0	1
ENSMUSG00000104046	0	0	0
ENSMUSG00000102907	0	0	0
ENSMUSG00000025905	796	393	403
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	0	0	0
ENSMUSG00000103519	0	0	0
ENSMUSG00000033774	96	43	53
ENSMUSG00000103090	0	0	0
ENSMUSG00000025907	4110	2078	2061
ENSMUSG00000090031	334	171	192
ENSMUSG00000087247	0	0	0
ENSMUSG00000103355	0	0	0
ENSMUSG00000102706	0	0	0
ENSMUSG00000103845	66	25	41
ENSMUSG00000033740	896	477	419
ENSMUSG00000103329	42	16	26
ENSMUSG00000104385	0	0	0
ENSMUSG00000102135	2	1	1
ENSMUSG00000103282	0	0	0
ENSMUSG00000102534	0	0	0
ENSMUSG00000102213	0	0	0
ENSMUSG00000103629	1	0	1
ENSMUSG00000051285	4457	2391	2066
ENSMUSG00000098201	0	0	0
ENSMUSG00000103509	82	43	39
ENSMUSG00000048538	0	0	0
ENSMUSG00000103709	0	0	0
ENSMUSG00000077244	0	0	0
ENSMUSG00000102768	0	0	0
ENSMUSG00000097797	32	23	9
ENSMUSG00000103498	0	0	0
ENSMUSG00000103067	0	0	0
ENSMUSG00000102320	0	0	0
ENSMUSG00000104226	0	0	0
ENSMUSG00000103903	1	0	1
ENSMUSG00000103557	0	0	0
ENSMUSG00000025909	1408	743	665
ENSMUSG00000102647	5	1	4
ENSMUSG00000086235	1	1	0
ENSMUSG00000102253	0	0	0
ENSMUSG00000093970	0	0	0
ENSMUSG00000103884	0	0	0
ENSMUSG00000084353	0	0	0
ENSMUSG00000103933	7	4	3
ENSMUSG00000076135	0	0	0
ENSMUSG00000086195	0	0	0
ENSMUSG00000104504	0	0	0
ENSMUSG00000066693	0	0	0
ENSMUSG00000102316	1	0	1
ENSMUSG00000103819	1	0	1
ENSMUSG00000102871	0	0	0
ENSMUSG00000101571	1	1	0
ENSMUSG00000104428	0	0	0
ENSMUSG00000102272	0	0	0
ENSMUSG00000065625	0	0	0
ENSMUSG00000103411	0	0	0
ENSMUSG00000061024	1288	647	641
ENSMUSG00000025911	622	351	353
ENSMUSG00000079671	15	100	123
ENSMUSG00000081441	0	0	0
ENSMUSG00000067879	1738	929	935
ENSMUSG00000099827	1	1	0
ENSMUSG00000025912	351	200	151
ENSMUSG00000045210	4589	2440	2341
ENSMUSG00000097893	10	76	126
ENSMUSG00000025915	512	280	232
ENSMUSG00000046334	0	0	0
ENSMUSG00000088916	0	0	0
ENSMUSG00000046101	71	56	38
ENSMUSG00000098234	373	190	206
ENSMUSG00000093178	1	0	1
ENSMUSG00000099032	20	10	12
ENSMUSG00000104025	1	2	2
ENSMUSG00000025916	20	11	10
ENSMUSG00000087199	0	0	0
ENSMUSG00000095780	1	0	1
ENSMUSG00000025917	5139	2588	2571
ENSMUSG00000056763	1220	605	635
ENSMUSG00000102356	0	0	0
ENSMUSG00000067851	4916	2464	2452
ENSMUSG00000088153	3	1	2
ENSMUSG00000102556	0	0	0
ENSMUSG00000042501	6	3	3
ENSMUSG00000103810	0	0	0
ENSMUSG00000083422	3	2	1
ENSMUSG00000094979	0	0	0
ENSMUSG00000081417	1	1	0
ENSMUSG00000103448	0	0	0
ENSMUSG00000100212	0	0	0
ENSMUSG00000100648	2	0	2
ENSMUSG00000088585	0	0	0
ENSMUSG00000048960	1191	611	580
ENSMUSG00000077318	0	0	0
ENSMUSG00000101827	13	5	8
ENSMUSG00000103494	0	0	0
ENSMUSG00000057715	2185	1161	1024
ENSMUSG00000103825	0	0	0
ENSMUSG00000099845	0	0	0
ENSMUSG00000103561	1	1	0
ENSMUSG00000101610	1	0	1
ENSMUSG00000093864	0	0	0
ENSMUSG00000098555	0	0	0
ENSMUSG00000097628	9	3	6
ENSMUSG00000098163	4	3	1
ENSMUSG00000097171	0	0	0
ENSMUSG00000101314	0	0	0
ENSMUSG00000016918	676	375	301
ENSMUSG00000025938	136	71	65
ENSMUSG00000104518	0	0	0
ENSMUSG00000069620	0	0	0
ENSMUSG00000099498	0	0	0
ENSMUSG00000042414	0	0	0
ENSMUSG00000005886	4759	2400	2359
ENSMUSG00000103506	1	0	1
ENSMUSG00000103495	0	0	0
ENSMUSG00000099183	0	0	0
ENSMUSG00000102639	0	0	0
ENSMUSG00000104170	0	0	0
ENSMUSG00000087782	0	0	0
ENSMUSG00000103085	2	0	2
ENSMUSG00000102664	0	0	0
ENSMUSG00000101476	6	3	3
ENSMUSG00000101171	1	0	1
ENSMUSG00000025935	1391	689	702
ENSMUSG00000025937	830	451	379
ENSMUSG00000102982	0	0	0
ENSMUSG00000067813	0	0	0
ENSMUSG00000077368	0	0	0
ENSMUSG00000097711	20	8	12
ENSMUSG00000102166	0	0	0
ENSMUSG00000089358	0	0	0
ENSMUSG00000104209	0	0	0
ENSMUSG00000025932	228	117	111
ENSMUSG00000095853	0	0	0
ENSMUSG00000102588	0	0	0
ENSMUSG00000054493	28	16	24
ENSMUSG00000025930	68	47	33
ENSMUSG00000103492	43	21	22
ENSMUSG00000081201	0	0	0
ENSMUSG00000082193	4	2	2
ENSMUSG00000032769	15	9	6
ENSMUSG00000088159	0	0	0
ENSMUSG00000073737	5	5	0
ENSMUSG00000092083	782	376	406
ENSMUSG00000102937	0	0	0
ENSMUSG00000104149	0	0	0
ENSMUSG00000088829	0	0	0
ENSMUSG00000077377	0	0	0
ENSMUSG00000101652	4	1	3
ENSMUSG00000100814	0	0	0
ENSMUSG00000025925	525	263	262
ENSMUSG00000104379	13	37	29
ENSMUSG00000032719	16	32	37
ENSMUSG00000088943	0	0	0
ENSMUSG00000100652	9	1	8
ENSMUSG00000067795	51	25	26
ENSMUSG00000043716	4354	2272	2082
ENSMUSG00000025921	478	241	237
ENSMUSG00000104165	12	4	8
ENSMUSG00000100868	2	1	1
ENSMUSG00000025920	10229	4975	5254
ENSMUSG00000089982	0	0	0
ENSMUSG00000025939	3443	1733	1789
ENSMUSG00000102457	23	17	85
ENSMUSG00000079658	7450	3741	3709
ENSMUSG00000097744	0	0	0
ENSMUSG00000100959	1	0	1
ENSMUSG00000025940	2421	1171	1250
ENSMUSG00000025779	15	8	7
ENSMUSG00000100093	0	0	0
ENSMUSG00000091020	31	8	23
ENSMUSG00000101640	0	2	4
ENSMUSG00000104133	0	0	0
ENSMUSG00000042686	338	163	181
ENSMUSG00000100110	0	0	0
ENSMUSG00000025777	10082	4976	5106
ENSMUSG00000099899	8	5	3
ENSMUSG00000100272	0	0	0
ENSMUSG00000100398	1	0	1
ENSMUSG00000101589	12	8	4
ENSMUSG00000102048	3	0	3
ENSMUSG00000089534	0	0	0
ENSMUSG00000067780	48	19	29
ENSMUSG00000100053	6	2	4
ENSMUSG00000085125	11	8	7
ENSMUSG00000025776	57	28	33
ENSMUSG00000099895	8	1	7
ENSMUSG00000100554	0	0	0
ENSMUSG00000099473	1	1	0
ENSMUSG00000099591	5	9	14
ENSMUSG00000109887	75	39	49
ENSMUSG00000102001	0	0	0
ENSMUSG00000101717	0	0	0
ENSMUSG00000025774	0	0	0
ENSMUSG00000070977	0	0	0
ENSMUSG00000073735	0	0	0
ENSMUSG00000067773	0	0	0
ENSMUSG00000101685	1	1	0
ENSMUSG00000101306	0	0	0
ENSMUSG00000088800	0	0	0
ENSMUSG00000101644	0	0	0
ENSMUSG00000099433	0	0	0
